code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
0,0,87190,0,11,4,3,0,1,360.0,0,1
0,2,41623,0,3,4,10,1,0,330.0,1,1
1,2,92604,0,2,0,3,1,2,330.0,1,1
1,1,26463,1,6,1,8,2,4,135.0,1,1
0,1,39181,0,4,3,4,1,1,325.0,1,1
0,2,85756,0,2,3,0,1,1,325.0,0,2
1,0,65843,1,5,3,2,2,3,360.0,1,2
1,3,84370,0,8,1,10,0,4,220.0,1,0
1,0,95426,0,0,4,7,2,2,150.0,1,0
0,2,18820,1,5,2,10,1,1,170.0,0,1
0,1,15288,0,5,1,1,2,3,170.0,0,0
0,3,37661,0,12,1,4,0,4,300.0,0,1
0,3,67109,1,8,1,8,0,0,345.0,1,1
0,3,71983,1,4,1,10,0,0,90.0,1,0
1,0,71491,1,9,3,1,1,4,300.0,0,1
0,2,19934,0,8,1,4,1,3,360.0,1,0
1,2,76104,0,11,4,4,2,4,75.0,1,0
0,2,14448,1,7,0,1,1,4,360.0,1,0
1,1,67852,0,12,2,6,1,2,160.0,1,1
0,2,40735,1,4,1,9,1,4,240.0,1,2
0,1,24357,1,8,1,8,0,1,390.0,1,2
1,0,83551,0,9,4,5,1,4,100.0,1,1
1,0,46148,1,6,4,6,0,2,270.0,1,0
0,2,88323,0,2,4,6,0,2,390.0,0,1
0,1,95946,1,9,0,6,2,2,270.0,0,0
0,0,23445,0,4,0,6,1,3,345.0,1,1
0,2,65224,0,7,0,7,0,0,120.0,1,1
0,3,12390,0,7,1,2,2,0,195.0,0,1
0,1,58024,0,6,1,1,1,2,240.0,0,1
0,2,68823,1,10,4,4,0,1,130.0,1,0
1,3,61199,0,3,2,6,2,0,195.0,1,1
0,3,68289,0,3,4,0,1,1,135.0,1,0
1,0,79112,0,0,1,0,2,3,170.0,1,1
1,0,57310,0,8,2,6,1,3,210.0,0,1
0,2,91231,1,3,0,8,2,2,585.0,1,1
0,3,16499,1,0,0,2,0,0,210.0,1,1
0,1,47667,1,8,0,2,1,0,300.0,1,0
0,0,19216,0,10,1,7,2,2,220.0,1,1
0,0,79804,0,5,1,7,0,2,300.0,1,1
0,3,15666,1,7,0,9,1,4,210.0,0,0
1,2,96723,0,12,1,10,2,4,60.0,1,1
1,3,49961,1,2,3,2,2,4,360.0,0,1
0,2,55761,0,12,0,0,2,2,330.0,1,2
0,3,77210,0,10,3,0,1,2,225.0,1,2
0,2,52839,1,7,3,8,0,1,90.0,0,1
0,1,55168,0,11,3,7,1,3,195.0,1,1
1,1,46755,0,10,4,7,0,3,130.0,1,0
1,3,16291,0,12,0,6,2,0,105.0,1,1
0,3,93616,1,10,1,10,1,4,300.0,0,1
0,0,20241,1,1,1,9,0,3,585.0,0,1
1,3,91628,1,2,4,9,2,4,100.0,0,0
1,0,72569,0,2,2,2,2,1,240.0,0,1
0,2,65852,0,9,0,2,0,1,180.0,0,2
0,3,48771,0,1,2,4,2,3,225.0,1,1
0,3,23745,1,2,0,0,0,1,195.0,1,0
1,1,52869,0,9,2,8,0,0,240.0,1,0
0,1,20458,0,5,1,3,1,2,220.0,1,0
0,2,11745,1,11,3,3,0,4,345.0,0,0
1,1,48402,1,12,4,2,0,2,325.0,1,1
1,0,50001,1,12,4,2,2,1,330.0,1,1
0,0,38531,0,11,1,7,2,4,360.0,1,0
0,1,95321,1,1,0,4,2,3,240.0,1,0
0,0,87796,1,12,0,4,1,1,150.0,1,0
1,0,21294,1,5,4,0,2,3,120.0,1,1
1,3,57505,1,11,0,6,0,3,345.0,0,1
0,1,10638,0,7,2,8,0,2,135.0,1,1
1,1,84974,1,12,2,4,1,2,420.0,0,0
1,1,64577,0,11,1,1,0,0,165.0,1,1
0,2,19327,0,7,0,3,2,0,160.0,1,1
0,3,64256,1,11,1,3,2,3,655.0,0,0
1,2,92532,1,4,2,9,2,2,180.0,1,1
0,3,99995,1,11,1,10,1,3,225.0,0,1
1,2,59380,1,10,4,2,1,0,100.0,1,1
0,1,12824,0,4,3,9,1,3,105.0,0,1
0,3,74435,0,6,4,10,0,0,105.0,1,1
0,1,82399,0,7,3,10,0,0,585.0,1,0
0,1,14469,1,0,0,3,2,1,70.0,1,1
1,0,26551,0,0,1,10,2,2,170.0,1,1
0,1,34068,0,2,0,10,1,3,100.0,0,0
1,0,59076,1,8,1,9,0,1,195.0,1,1
0,1,98974,0,3,3,0,1,1,300.0,1,0
1,1,80998,1,5,4,4,0,3,150.0,1,2
1,1,14582,1,3,0,3,0,0,390.0,0,1
1,0,90814,0,0,2,2,0,1,165.0,1,1
0,0,23874,0,4,1,7,2,0,360.0,0,1
1,2,61194,0,4,4,9,2,3,420.0,0,1
1,2,57348,1,2,2,0,2,1,210.0,0,0
1,0,18105,1,2,0,6,2,2,220.0,1,1
1,0,72900,0,12,4,9,0,4,150.0,0,1
1,3,44179,0,2,2,0,1,1,655.0,0,0
0,1,49460,0,7,3,3,1,4,105.0,1,1
1,0,59284,1,10,3,7,2,2,325.0,1,2
0,0,57415,1,3,3,7,0,0,655.0,0,1
1,3,11137,1,11,1,5,2,2,105.0,1,1
0,3,31016,0,11,2,10,1,1,300.0,0,0
0,1,11440,1,0,0,1,2,1,135.0,1,1
0,2,58378,1,6,3,5,2,2,240.0,1,0
0,1,37795,1,12,4,8,1,1,75.0,1,1
0,1,86625,0,5,4,4,2,3,170.0,0,0
1,0,12389,1,10,2,2,0,0,345.0,1,1
0,2,27960,0,7,3,10,1,4,120.0,1,1
0,2,69506,0,3,4,5,0,0,100.0,0,1
1,1,80316,0,4,3,8,0,2,270.0,0,0
0,3,16170,0,1,0,9,2,0,120.0,1,1
1,1,68501,0,8,3,1,2,1,220.0,1,0
1,0,79108,0,4,4,9,0,2,240.0,0,2
0,1,50916,1,7,0,0,1,4,60.0,1,2
0,2,20148,1,4,1,7,2,0,240.0,0,0
0,2,49160,0,8,4,7,1,2,60.0,0,0
1,2,79644,0,1,3,6,0,3,130.0,0,0
0,0,76367,1,7,3,2,1,3,220.0,1,1
1,1,10081,1,4,2,3,0,4,270.0,0,1
1,1,51072,0,1,2,8,2,0,585.0,1,1
0,0,48139,0,4,3,0,2,0,585.0,1,2
0,3,33850,1,0,2,2,2,4,130.0,1,1
0,1,83002,1,12,3,6,1,1,180.0,0,1
0,2,13598,1,9,1,9,1,3,345.0,0,0
0,1,11833,1,1,3,2,2,3,160.0,0,1
0,3,37568,1,4,0,1,2,4,345.0,0,2
1,3,20266,1,0,3,5,1,4,270.0,1,1
0,2,10796,1,2,2,3,1,2,180.0,1,1
0,2,31028,0,1,1,7,2,0,135.0,1,0
0,3,49038,1,11,4,0,1,4,105.0,0,1
1,0,17276,0,4,2,7,1,4,120.0,1,1
1,1,83145,1,12,1,0,2,1,70.0,0,2
1,1,46348,1,11,4,6,2,4,180.0,0,1
1,2,69152,1,2,1,4,0,0,130.0,1,1
0,2,67705,0,2,2,0,0,3,390.0,0,1
1,2,60144,1,6,1,9,2,4,130.0,0,1
0,2,66362,1,8,3,9,0,1,420.0,0,1
1,1,88420,1,1,2,4,2,2,325.0,1,2
1,2,97285,1,3,3,6,1,2,240.0,1,0
0,0,68735,0,9,1,8,2,1,330.0,1,0
1,2,18628,1,11,2,9,0,1,80.0,0,0
0,0,14599,1,12,2,3,2,4,195.0,0,1
1,3,72860,1,4,0,5,1,4,330.0,0,0
1,1,67597,0,6,4,3,2,0,135.0,1,1
0,3,23281,1,2,1,3,1,0,160.0,0,0
1,1,57457,0,11,0,1,2,2,420.0,1,1
1,2,27916,1,5,1,0,0,1,345.0,0,1
1,0,21776,1,2,2,4,2,3,240.0,0,1
0,3,72572,0,12,0,9,2,1,270.0,0,1
1,0,49475,0,5,2,10,2,1,195.0,0,2
0,3,82172,1,4,3,5,2,0,225.0,1,0
1,1,16197,0,12,4,1,1,3,70.0,1,1
0,3,54941,1,12,4,5,2,3,225.0,1,1
1,3,86777,1,10,1,2,2,3,195.0,1,1
1,0,36029,0,1,1,8,0,3,60.0,1,0
0,1,38680,1,0,3,7,0,4,150.0,0,1
0,1,91707,0,6,3,5,1,2,240.0,0,1
1,3,24148,1,6,2,10,1,3,60.0,0,0
1,0,42824,0,12,0,4,1,1,160.0,1,2
0,0,56092,0,10,3,7,2,0,60.0,0,1
0,3,37645,1,9,3,6,1,3,300.0,1,1
1,1,48878,1,7,3,6,0,0,165.0,0,1
1,3,93572,1,7,4,9,2,0,300.0,0,1
0,3,18901,1,6,1,8,0,3,345.0,1,1
1,1,77381,0,6,3,4,0,1,165.0,0,1
0,3,63858,0,11,2,9,0,4,225.0,0,1
0,3,73704,1,11,3,7,2,4,220.0,1,0
1,0,16019,0,8,0,8,1,0,210.0,1,2
1,1,58023,0,4,2,2,2,3,160.0,0,1
0,0,38376,1,1,1,0,0,2,585.0,0,1
1,2,41139,0,1,0,7,1,2,195.0,0,0
0,1,83139,1,4,4,5,0,1,135.0,1,1
1,3,50907,1,2,3,9,0,2,390.0,0,1
1,1,74621,0,12,4,5,0,1,325.0,0,1
1,3,49420,1,2,3,10,1,3,360.0,0,2
0,1,82975,1,0,4,3,0,1,75.0,0,0
1,2,28400,1,1,2,0,1,3,60.0,1,1
0,3,70528,1,5,1,0,2,2,80.0,0,1
1,0,89958,0,5,3,4,1,4,220.0,0,1
0,0,60608,1,4,4,10,2,1,180.0,0,0
1,3,31390,1,2,2,4,0,3,105.0,0,0
1,1,85599,0,9,2,2,0,4,220.0,1,1
1,1,95609,0,4,3,6,1,0,130.0,0,0
1,2,57095,0,11,0,5,1,0,225.0,0,1
1,0,44700,0,5,2,10,1,2,70.0,1,0
1,2,92058,1,9,2,10,1,4,225.0,1,0
0,3,47526,0,5,3,0,0,2,170.0,0,1
1,1,64846,0,1,4,9,1,0,105.0,0,1
0,0,67365,1,8,2,8,1,0,120.0,1,2
0,0,72131,1,12,2,7,0,2,300.0,0,1
0,3,96887,0,6,0,1,0,2,120.0,0,0
0,2,33606,1,12,2,8,0,4,330.0,1,1
0,2,19149,1,4,1,4,0,1,160.0,1,1
0,0,13138,0,8,0,8,2,2,345.0,0,0
1,3,90375,1,9,4,6,0,1,655.0,0,1
1,3,60665,0,9,2,4,0,0,345.0,0,1
1,3,94185,1,9,4,3,1,1,80.0,0,1
0,3,41420,1,12,0,9,2,4,195.0,1,1
1,1,34125,1,11,1,6,0,2,90.0,0,1
0,3,95144,0,7,3,2,0,1,330.0,0,2
1,2,34270,0,10,1,9,0,2,270.0,0,0
0,2,24029,1,5,4,1,2,4,220.0,1,0
1,1,52492,0,2,3,4,0,1,220.0,0,2
1,2,12624,1,3,3,0,1,3,420.0,1,0
0,3,28862,1,0,3,5,1,4,160.0,1,1
0,3,23540,0,1,2,9,0,0,390.0,1,0
0,1,71788,0,12,4,3,1,0,220.0,0,1
1,0,13542,1,11,2,5,2,4,420.0,0,1
0,3,10186,0,1,4,5,2,4,655.0,1,0
1,3,98263,0,11,3,7,2,0,240.0,1,0
1,2,41378,1,6,2,7,0,1,655.0,0,1
0,1,77358,1,7,1,1,0,3,60.0,1,1
0,3,74350,0,3,1,3,2,0,240.0,1,1
0,3,88380,0,4,3,2,0,3,360.0,0,0
1,0,91908,0,3,1,9,1,4,135.0,0,1
1,0,39001,0,5,0,6,1,2,420.0,1,1
1,2,12308,1,0,1,4,0,3,60.0,1,2
0,3,48572,1,5,0,2,2,2,120.0,0,0
1,2,96103,1,9,3,5,2,2,390.0,1,0
0,1,59913,0,1,1,0,0,1,240.0,0,2
0,1,30770,1,7,4,8,2,1,330.0,1,1
1,0,57104,1,2,2,8,2,2,240.0,0,0
1,1,76732,0,6,2,3,2,2,225.0,0,1
1,3,70705,1,8,0,2,1,2,160.0,0,1
0,0,92532,1,12,0,6,1,1,360.0,1,1
0,3,57799,1,9,3,10,2,0,160.0,0,0
1,3,43109,0,9,4,6,2,1,165.0,1,1
0,0,59117,0,0,0,10,0,3,180.0,1,0
0,3,92667,1,7,1,2,1,4,325.0,0,0
1,3,75131,0,4,1,1,1,3,80.0,0,1
0,1,23909,1,1,2,8,1,0,300.0,0,1
1,1,54647,0,6,1,6,1,4,225.0,0,1
0,1,61405,1,8,4,7,1,1,220.0,0,1
0,0,21278,1,2,0,2,2,1,150.0,1,1
1,1,32499,1,0,2,5,0,4,70.0,1,0
0,3,44668,0,10,3,5,1,4,170.0,1,1
0,3,12210,1,0,4,1,0,3,130.0,1,2
1,1,86260,1,6,1,3,0,3,195.0,0,1
0,1,61073,0,1,4,1,1,3,105.0,1,1
1,2,42825,1,11,0,3,1,2,90.0,1,1
1,3,67081,0,10,3,10,0,2,70.0,0,1
1,0,24426,0,11,2,3,0,2,90.0,0,0
0,1,64632,1,7,2,10,0,4,60.0,0,1
0,0,65887,1,3,0,10,2,0,180.0,0,1
1,1,85274,1,0,2,8,1,4,160.0,0,0
0,0,60333,1,1,2,0,1,2,420.0,0,1
0,0,72906,0,6,0,1,2,1,150.0,1,0
1,2,71133,1,6,4,3,2,1,160.0,1,0
0,3,46639,0,3,4,5,0,3,105.0,1,1
0,1,30576,0,1,4,3,2,0,105.0,0,1
0,3,40845,0,3,4,1,0,4,225.0,1,0
1,2,15535,1,9,2,3,1,3,130.0,1,1
0,2,93445,1,1,1,8,2,1,60.0,1,2
0,2,93364,1,9,1,9,2,2,345.0,0,1
1,1,75634,0,3,3,5,1,2,390.0,1,0
0,0,75690,1,4,4,6,2,0,360.0,0,1
1,3,71497,0,12,4,2,2,0,225.0,1,0
0,3,41249,0,8,4,7,1,4,165.0,1,1
0,0,40318,1,5,3,2,0,1,130.0,1,1
1,0,33815,1,6,4,6,2,0,300.0,0,1
0,1,32747,0,1,2,5,1,1,170.0,1,0
1,3,29243,1,8,4,8,2,0,420.0,0,1
1,3,12475,1,9,4,5,1,4,150.0,0,0
1,0,35321,0,6,0,0,2,2,325.0,1,2
0,2,16155,1,5,4,2,1,1,195.0,0,0
1,2,75123,0,9,1,9,1,1,170.0,1,1
1,2,74631,1,5,2,8,1,4,130.0,0,1
1,0,79009,1,9,0,10,0,0,360.0,1,1
0,3,27613,0,8,2,10,1,3,225.0,1,1
1,3,26665,1,11,1,0,2,1,60.0,1,1
1,1,76137,0,8,4,2,0,0,90.0,1,0
1,0,16476,1,0,2,5,1,4,345.0,0,0
0,3,79479,0,11,4,4,1,1,210.0,1,0
0,3,90894,1,1,2,8,1,3,240.0,0,1
1,3,73748,0,12,2,3,1,1,325.0,1,1
1,2,48177,1,8,1,4,2,4,135.0,1,1
0,2,79949,1,1,2,9,0,0,585.0,1,1
0,1,78034,1,5,3,10,1,2,325.0,1,1
0,1,29757,0,10,4,9,2,3,390.0,1,1
0,0,53874,0,6,2,6,0,1,420.0,0,1
0,0,31446,0,10,4,8,1,3,390.0,0,1
1,0,88625,0,12,4,1,2,3,90.0,1,1
1,0,45263,1,7,3,5,1,2,70.0,0,2
0,2,29066,1,8,4,7,1,3,90.0,1,1
1,2,22259,1,10,4,2,1,0,120.0,1,1
0,3,45344,0,2,2,3,1,4,130.0,1,2
0,1,41451,1,8,2,7,1,2,420.0,1,0
0,3,49736,1,12,2,10,2,2,100.0,1,1
1,0,20014,0,10,0,4,2,4,300.0,1,1
1,1,41193,1,9,0,9,1,1,225.0,1,1
1,0,10884,0,1,0,3,1,0,220.0,1,1
0,2,26248,1,4,2,7,0,3,60.0,0,1
0,0,58681,1,6,3,5,0,4,105.0,1,1
0,0,35708,0,8,3,1,1,0,160.0,0,1
0,1,39428,1,11,3,1,0,1,585.0,1,1
0,0,95576,0,1,1,0,2,1,60.0,1,1
0,3,44544,1,3,0,3,2,0,150.0,0,1
0,2,19393,1,7,1,2,1,2,80.0,0,2
1,1,30175,1,8,1,1,1,0,655.0,1,2
0,0,90969,1,8,1,9,0,3,130.0,1,1
0,0,60994,1,1,3,2,1,2,195.0,1,0
0,1,43260,0,12,4,9,2,2,655.0,1,0
0,0,84666,0,0,1,1,1,1,655.0,0,0
1,1,40377,1,12,1,0,2,3,170.0,1,1
1,1,29894,1,1,4,7,0,0,150.0,1,1
0,0,31151,1,3,1,10,2,3,135.0,1,0
1,2,25029,1,5,2,10,1,3,220.0,0,0
0,3,34474,0,8,1,5,2,3,100.0,0,0
1,0,66785,0,6,3,3,1,4,225.0,0,1
1,1,37039,1,0,2,6,2,3,220.0,0,2
1,2,64114,1,12,3,1,1,4,270.0,0,1
1,2,83829,1,3,1,6,2,3,225.0,1,0
1,3,80299,1,8,1,1,1,3,325.0,1,1
1,2,26820,0,10,0,1,2,0,160.0,1,1
1,0,13906,0,3,3,1,1,1,330.0,1,1
0,0,61679,1,3,1,2,2,2,120.0,1,1
0,3,41613,0,10,0,5,1,2,100.0,1,2
1,3,48831,0,8,3,6,2,2,325.0,1,1
1,2,69661,1,2,0,3,2,1,60.0,0,0
1,0,75864,0,4,4,5,0,3,345.0,1,1
1,3,89584,0,12,0,4,0,0,165.0,1,1
1,3,80145,0,3,0,7,0,0,195.0,1,1
1,0,56199,1,8,1,4,1,1,165.0,0,1
0,3,79475,1,2,0,2,0,2,240.0,1,2
1,3,98476,0,7,1,5,2,4,225.0,1,0
1,3,95497,0,3,0,3,0,4,325.0,0,0
0,2,71450,0,9,3,5,0,0,135.0,0,0
1,1,29800,1,9,1,3,0,4,120.0,0,1
1,3,88622,0,8,4,2,0,2,345.0,1,0
1,0,33762,0,4,3,1,2,1,240.0,0,1
0,3,13140,1,3,0,2,0,1,60.0,1,0
0,2,96641,1,7,4,3,2,1,105.0,0,1
1,0,61815,0,1,3,4,0,0,220.0,0,0
0,3,15155,0,7,2,7,2,0,330.0,0,2
1,2,64687,1,12,0,3,1,4,390.0,0,0
1,3,69707,1,5,3,6,0,3,120.0,1,1
1,3,65065,0,1,2,5,2,0,60.0,0,1
1,0,36202,0,3,1,1,0,1,420.0,1,1
0,1,51608,1,9,1,1,0,2,210.0,0,1
0,3,91016,1,1,4,1,2,1,210.0,1,1
0,0,30851,0,7,1,10,1,4,585.0,0,1
0,0,78067,1,1,4,5,0,4,420.0,0,1
0,1,93774,0,4,4,8,0,3,360.0,0,2
0,0,52449,0,8,4,0,2,2,330.0,0,1
1,3,68395,1,4,1,5,1,4,330.0,1,2
1,1,62371,1,12,2,8,2,0,170.0,1,1
1,3,83995,0,2,2,7,0,2,330.0,0,1
1,1,15112,0,10,3,9,0,1,105.0,1,0
1,3,54630,1,1,4,3,0,0,80.0,0,2
0,3,62925,0,4,3,1,2,0,100.0,0,1
1,0,37461,1,8,1,5,1,3,210.0,1,1
0,3,77756,1,7,1,6,2,0,210.0,1,0
1,2,66134,0,7,1,3,1,0,300.0,0,0
1,1,16645,1,4,0,8,2,3,210.0,0,1
1,1,83121,1,5,1,6,0,2,70.0,0,1
0,1,13993,0,6,0,6,1,2,270.0,0,1
0,1,47796,1,4,4,5,0,3,390.0,0,1
1,3,99330,1,10,0,0,1,0,210.0,0,1
0,2,88502,1,0,4,10,0,3,170.0,0,1
1,1,35635,0,6,4,9,1,2,195.0,1,1
0,2,56794,0,7,3,5,0,0,585.0,0,1
0,1,57854,1,7,1,0,1,4,300.0,0,2
1,2,86165,0,7,3,5,0,0,165.0,0,1
1,2,89932,1,10,1,7,0,4,165.0,0,1
1,1,32240,1,7,1,8,1,0,150.0,1,1
0,2,23378,1,1,3,10,2,1,360.0,0,0
1,2,40936,1,10,3,4,0,3,70.0,1,0
0,0,72486,1,4,3,3,1,3,220.0,1,1
0,0,91342,1,0,2,5,2,4,195.0,0,1
0,0,38278,1,0,3,1,0,0,300.0,0,1
1,1,96357,0,4,0,6,0,4,90.0,0,0
0,1,25216,0,11,2,10,2,3,585.0,1,1
0,0,89408,1,0,2,1,1,1,220.0,0,2
0,1,45578,1,11,0,2,1,2,420.0,1,0
1,0,24995,1,4,0,3,1,0,70.0,1,0
1,0,83492,1,0,3,5,2,2,130.0,0,0
0,0,26827,1,4,0,6,1,3,330.0,1,2
1,1,72779,1,2,3,8,0,1,585.0,0,1
0,1,35924,0,5,0,2,1,0,270.0,0,1
1,0,54326,0,11,3,4,2,1,270.0,0,1
0,3,23713,1,12,3,8,0,2,390.0,1,1
1,0,18477,0,6,0,10,0,0,585.0,1,1
1,3,23233,1,11,3,0,1,0,170.0,1,0
1,1,93938,1,3,3,7,1,2,325.0,0,1
1,2,27187,1,0,1,3,2,4,220.0,0,1
1,0,17605,1,10,2,0,2,2,330.0,1,1
1,0,90957,0,0,1,1,1,2,75.0,1,1
0,0,43106,1,1,1,10,2,4,150.0,0,0
1,0,19009,0,2,2,8,2,2,135.0,1,0
0,0,67674,1,5,1,3,0,2,90.0,0,1
1,2,91766,0,8,1,9,0,0,270.0,0,2
1,0,78508,1,6,0,5,0,3,345.0,0,0
0,3,37813,1,6,2,9,1,2,270.0,0,1
0,1,64216,0,3,1,5,1,4,270.0,0,0
0,3,32988,1,10,0,1,0,2,135.0,1,1
0,1,46591,0,10,3,8,0,4,135.0,1,0
0,0,97914,1,9,2,9,1,4,240.0,1,1
1,3,85982,0,5,2,7,1,4,120.0,1,1
0,0,41186,0,6,2,2,0,3,390.0,1,1
0,1,37803,1,8,0,5,0,1,170.0,1,0
1,0,65994,1,8,3,3,0,2,60.0,1,1
0,1,96836,0,3,0,9,2,3,360.0,0,1
1,2,51494,0,5,4,2,0,2,210.0,0,2
0,3,33666,1,10,4,10,1,0,120.0,1,1
1,0,22855,1,0,0,7,1,4,135.0,0,1
1,1,83026,0,2,3,2,2,0,210.0,0,1
1,2,34396,1,4,4,8,2,0,150.0,0,1
1,1,37793,0,12,1,7,1,1,130.0,0,0
0,0,98919,0,10,2,4,2,1,300.0,0,1
1,2,65853,1,6,4,9,0,4,225.0,0,1
0,1,56222,1,0,2,5,2,0,80.0,0,0
0,0,43742,0,0,4,10,1,3,225.0,0,0
0,1,33023,0,4,4,3,1,2,170.0,0,1
1,3,71491,1,6,2,5,2,3,90.0,1,0
1,3,40170,1,0,0,10,2,1,130.0,1,1
0,1,84039,0,7,1,7,0,3,75.0,0,2
0,2,94056,1,8,3,3,0,3,655.0,1,1
0,3,43082,1,6,4,10,1,3,135.0,1,1
1,2,85775,0,0,2,9,1,3,100.0,1,1
1,2,62707,1,1,4,7,2,1,240.0,1,2
1,2,49679,1,7,1,3,2,4,105.0,0,1
1,0,62866,1,2,1,0,0,3,130.0,0,2
1,0,56445,0,10,3,5,1,3,180.0,1,1
0,0,89479,1,9,4,10,1,1,210.0,1,1
1,2,24983,0,0,2,3,0,1,100.0,0,1
0,3,36572,1,4,3,1,1,2,150.0,0,2
0,2,41967,1,12,4,1,2,3,390.0,0,1
0,3,35233,1,4,4,5,2,0,100.0,0,0
0,3,33394,1,7,4,10,0,0,240.0,1,0
1,3,10149,0,4,2,3,1,2,180.0,0,1
1,2,31345,0,1,4,1,1,0,240.0,0,1
1,0,74223,0,10,4,6,1,2,390.0,1,1
1,0,88812,0,8,2,2,1,2,195.0,1,0
0,3,97929,1,7,1,0,1,0,135.0,1,0
0,2,94025,1,1,3,8,2,3,210.0,0,2
1,3,61619,1,1,1,0,1,0,325.0,1,2
0,3,51367,0,6,4,4,0,2,180.0,1,1
0,1,36413,1,10,4,5,1,4,150.0,1,1
0,3,89035,0,8,3,4,2,0,300.0,0,0
0,0,43410,1,2,2,6,0,3,585.0,0,2
0,0,51311,0,11,4,0,0,1,90.0,1,0
0,2,81473,0,0,4,7,2,2,420.0,0,1
1,2,57967,1,10,0,5,1,3,585.0,0,0
0,2,71238,1,9,4,7,0,1,195.0,0,1
0,3,85575,1,10,4,4,2,4,360.0,0,1
0,1,75945,0,2,2,0,1,3,225.0,1,1
0,1,21805,1,7,2,7,1,3,330.0,1,1
1,0,23032,1,3,1,7,0,0,180.0,1,0
1,0,55207,1,11,3,7,1,4,180.0,0,1
1,1,22652,1,1,3,2,1,0,180.0,1,1
1,3,97623,1,7,3,10,1,0,120.0,0,0
0,3,65373,1,12,0,5,1,2,240.0,1,0
0,1,18929,0,9,3,0,1,4,100.0,1,2
0,2,86609,1,4,1,5,0,1,240.0,0,1
1,3,42332,0,9,1,7,0,4,225.0,0,0
1,0,34269,0,7,4,6,0,1,210.0,1,1
0,3,72953,0,1,3,4,1,0,80.0,0,0
1,1,24627,1,5,1,0,1,4,130.0,0,1
0,3,97457,1,11,3,5,1,1,135.0,1,1
0,2,21701,0,12,1,5,2,4,130.0,0,1
1,1,94113,1,11,1,3,1,3,240.0,1,1
1,1,51434,0,1,2,6,0,2,220.0,0,1
0,3,73274,0,2,1,0,0,0,225.0,1,1
0,0,72984,1,5,1,9,0,4,130.0,1,0
1,0,21671,0,9,3,2,2,1,180.0,1,1
1,0,34889,0,9,2,1,2,2,60.0,1,1
1,3,14682,1,11,0,3,2,3,345.0,1,2
1,0,93484,1,6,0,0,1,2,360.0,1,1
0,1,19196,0,6,0,6,0,0,360.0,0,1
0,3,67005,0,8,2,8,1,0,390.0,1,0
0,2,47356,1,12,0,10,2,2,390.0,1,0
0,0,88877,1,6,4,1,1,4,75.0,1,2
1,3,53212,0,7,4,0,0,2,240.0,0,1
1,1,99270,0,6,3,8,1,4,240.0,0,1
0,2,27264,1,3,0,6,0,0,330.0,1,1
1,0,73136,1,8,3,1,0,2,170.0,1,0
1,3,76282,0,3,1,8,2,0,225.0,0,0
0,1,59246,0,9,3,0,0,3,90.0,0,1
0,3,57753,0,5,1,3,0,1,135.0,1,1
1,2,53542,1,2,4,8,0,0,325.0,1,0
0,0,65491,0,2,3,6,1,4,220.0,0,2
0,2,67400,0,10,0,0,1,1,585.0,0,1
1,2,11875,0,11,4,4,1,1,420.0,1,1
1,2,32403,1,8,3,10,0,3,655.0,1,1
0,3,24727,0,11,1,6,1,4,170.0,1,1
1,2,30152,1,6,2,0,0,0,210.0,1,1
1,1,17228,1,0,2,7,1,4,120.0,1,1
1,2,45888,0,6,0,1,2,1,210.0,0,1
1,2,53026,0,2,1,5,1,0,80.0,1,1
0,0,79257,0,11,2,3,2,1,330.0,1,1
1,0,76510,1,0,4,4,1,4,150.0,0,0
1,2,93149,0,1,2,9,0,1,90.0,0,0
1,3,23093,1,8,3,3,0,3,170.0,0,0
0,3,53550,0,8,2,2,2,0,80.0,1,1
1,2,29979,1,5,1,10,0,2,170.0,1,1
0,0,58207,1,6,3,9,0,1,345.0,1,0
1,2,22137,1,6,3,10,2,4,75.0,0,0
0,1,80337,0,12,2,7,1,4,180.0,0,1
0,0,77344,0,10,0,6,2,1,160.0,1,1
1,3,38771,1,3,3,9,2,1,165.0,1,1
0,3,23090,1,7,4,0,1,4,225.0,1,1
0,3,83709,0,2,4,8,2,1,180.0,0,1
1,2,26072,0,1,0,5,1,4,70.0,1,0
1,1,32005,1,9,0,5,2,2,655.0,0,1
1,1,10293,0,5,2,5,0,2,165.0,1,0
0,3,27506,1,5,2,5,0,2,360.0,0,0
1,1,76766,0,5,1,10,2,3,100.0,1,1
0,1,18264,0,12,3,8,1,3,225.0,1,1
1,2,70427,1,6,1,3,2,4,220.0,0,1
1,0,19636,0,4,0,9,2,2,120.0,0,0
0,3,89789,1,7,0,0,2,4,75.0,1,0
0,3,47519,0,1,3,2,0,1,120.0,1,1
1,3,71128,0,12,2,6,2,1,270.0,0,2
0,0,12726,1,9,4,1,2,4,220.0,1,0
1,2,17871,1,10,1,0,0,3,360.0,0,1
0,2,90533,1,1,1,6,2,0,120.0,1,2
1,1,35750,1,3,1,1,1,3,330.0,0,1
0,0,35914,0,5,1,9,0,4,325.0,1,2
1,1,34625,1,11,3,5,1,1,80.0,0,1
0,3,35636,0,0,1,8,1,0,225.0,0,1
0,2,42404,1,1,3,3,1,1,220.0,0,1
1,3,19126,1,6,1,1,1,4,165.0,0,0
1,2,38528,1,1,1,5,1,4,655.0,0,1
